name,rank,count,prop100k,cum_prop100k,pctwhite,pctblack,pctapi,pctaian,pct2prace,pcthispanic
COY,2597,13875,4.7,52522.89,82.79,5.89,0.59,0.55,1.96,8.22
DYKES,2598,13874,4.7,52527.59,81.14,14.59,0.3,0.43,1.84,1.71
BRANHAM,2599,13872,4.7,52532.3,86.47,8.08,0.44,1.55,2.01,1.45
GRIER,2600,13868,4.7,52537,37.71,57.41,0.39,0.17,2.48,1.84
PFEIFFER,2601,13851,4.7,52541.69,95.15,0.35,0.77,0.27,1.28,2.19
WHIPPLE,2602,13850,4.7,52546.39,84.85,7.96,0.53,2.73,1.84,2.09
THIBODEAUX,2602,13850,4.7,52551.08,79.23,16.66,0.29,0.51,1.4,1.91
STRAUSS,2604,13840,4.69,52555.77,93.34,1.53,0.77,0.3,1.1,2.96
BRASWELL,2605,13838,4.69,52560.47,69.55,25.5,0.46,0.62,1.66,2.2
HEATON,2606,13834,4.69,52565.16,94.09,0.8,0.51,0.61,1.58,2.41
LINDER,2607,13830,4.69,52569.84,82.8,12.39,0.4,0.35,1.68,2.39
HILLS,2608,13829,4.69,52574.53,63.95,30.34,0.77,0.58,2.13,2.23
HAMBY,2609,13823,4.69,52579.22,92.01,2.84,0.36,0.85,1.82,2.13
CALLAWAY,2610,13819,4.68,52583.9,78.33,16.32,0.44,0.6,1.87,2.45
ELLSWORTH,2611,13813,4.68,52588.59,90.81,3.33,0.75,1.12,1.56,2.43
MATHEW,2612,13808,4.68,52593.27,12.28,2.83,80.74,0.68,1.95,1.51
LOVELACE,2613,13787,4.67,52597.94,70.22,23.63,0.44,0.76,2.63,2.31
VALLES,2614,13777,4.67,52602.61,8.86,1.65,0.94,0.51,0.36,87.68
WELLER,2615,13774,4.67,52607.28,94.02,1.18,0.66,0.44,1.71,1.99
UPTON,2616,13769,4.67,52611.95,87.96,6.15,0.67,0.88,1.98,2.36
ANDREW,2617,13764,4.67,52616.61,71.99,13.44,2.09,5.2,1.77,5.51
ESTRELLA,2618,13758,4.66,52621.28,9.27,0.55,8.29,0.51,1.24,80.14
THARP,2619,13757,4.66,52625.94,92.91,2.43,0.69,0.41,1.47,2.1
PARROTT,2620,13753,4.66,52630.6,84.02,11.34,0.58,0.41,1.74,1.91
CHRISTY,2621,13750,4.66,52635.27,88.41,5.11,1.46,1,1.51,2.5
SINGLETARY,2622,13749,4.66,52639.93,43.46,51.63,0.33,0.41,2.09,2.09
MATEO,2623,13746,4.66,52644.59,5.59,0.74,11.57,0.13,1.04,80.93
GUNDERSON,2624,13742,4.66,52649.25,94.59,0.33,0.6,1.03,1.42,2.04
COBURN,2625,13741,4.66,52653.9,85.21,9.62,0.55,0.56,1.78,2.28
MINTON,2626,13737,4.66,52658.56,90.13,5.23,0.55,0.57,1.51,2.01
DUENAS,2627,13736,4.66,52663.22,4.48,0.23,7.49,0.2,1.45,86.16
MACKENZIE,2628,13733,4.66,52667.87,92.62,1.36,0.84,0.31,1.86,3.01
BRISCOE,2629,13728,4.65,52672.53,54.73,38.64,0.44,1.02,2.69,2.49
LAWTON,2630,13713,4.65,52677.18,72.94,21.42,0.79,0.42,2.28,2.16
SARMIENTO,2631,13710,4.65,52681.82,5.29,0.28,20.19,0.12,1.77,72.34
BRINKLEY,2632,13695,4.64,52686.47,67.19,27.67,0.28,0.58,2.19,2.08
KEENER,2633,13687,4.64,52691.11,90.24,4.16,0.57,1.32,1.65,2.07
ASKEW,2634,13683,4.64,52695.74,45.63,49.24,0.31,0.39,2.38,2.04
STOREY,2635,13669,4.63,52700.38,84.12,10.1,0.6,0.72,1.58,2.87
FERRARA,2635,13669,4.63,52705.01,93.29,0.53,0.66,0.13,0.89,4.5
CHASTAIN,2637,13655,4.63,52709.64,94.28,0.66,0.48,0.83,1.62,2.12
HARP,2638,13646,4.63,52714.27,82.99,10.41,0.49,1.03,2.45,2.62
MANZO,2639,13635,4.62,52718.89,26.37,0.26,0.92,0.14,0.42,71.88
SHERRILL,2640,13631,4.62,52723.51,81.21,11.81,2.16,0.67,2.13,2.01
MEDLEY,2641,13630,4.62,52728.13,70.34,24.3,0.37,0.45,2.33,2.2
HACKER,2642,13625,4.62,52732.75,93.87,1.56,0.47,0.7,1.56,1.83
BONDS,2643,13620,4.62,52737.37,46.23,47.99,0.4,0.51,2.84,2.03
PRUETT,2644,13618,4.62,52741.98,91.61,2.17,0.59,0.59,1.91,3.12
MCCARTNEY,2645,13615,4.62,52746.6,92.46,2.63,0.69,0.48,1.44,2.3
HITCHCOCK,2646,13608,4.61,52751.21,90.49,4.33,0.58,0.74,1.75,2.11
TIERNEY,2646,13608,4.61,52755.83,95.75,0.27,0.62,0.22,1.21,1.93
BRADEN,2648,13603,4.61,52760.44,85.41,9.48,0.41,0.82,1.88,2
DEVRIES,2649,13600,4.61,52765.05,94.81,0.54,0.82,0.27,1.42,2.14
CROUSE,2650,13598,4.61,52769.66,94.54,0.96,0.64,0.72,1.49,1.64
DOWD,2651,13590,4.61,52774.27,88.7,5.98,0.74,0.67,1.76,2.15
SUGGS,2652,13585,4.61,52778.87,56.86,37.87,0.23,0.47,2.76,1.8
PICKERING,2653,13582,4.6,52783.48,87.56,6.36,0.72,0.86,1.81,2.69
ADAM,2654,13574,4.6,52788.08,72.58,17.09,3.52,0.42,1.93,4.46
CHENEY,2655,13573,4.6,52792.68,90.17,3.16,0.83,1.51,1.93,2.4
MESA,2656,13566,4.6,52797.28,10.31,0.71,3.35,0.74,1.17,83.72
YANCEY,2656,13566,4.6,52801.88,63.94,30.72,0.32,0.46,2.46,2.09
MORRISSEY,2658,13564,4.6,52806.47,94.47,0.97,0.77,0.11,1.19,2.49
WEINSTEIN,2659,13563,4.6,52811.07,95.62,0.23,0.74,0.12,0.93,2.36
JARRELL,2660,13562,4.6,52815.67,88.44,7.79,0.6,0.29,1.45,1.43
RECTOR,2661,13559,4.6,52820.27,88.5,6.2,0.52,0.78,1.38,2.62
LOYD,2662,13547,4.59,52824.86,75.15,18.49,0.54,0.88,1.99,2.95
SOLORIO,2663,13537,4.59,52829.45,3.32,0.1,0.34,0.14,0.12,95.98
GARVIN,2664,13536,4.59,52834.04,68.71,25.04,0.71,0.89,2.03,2.62
JAIME,2665,13532,4.59,52838.62,6.03,0.55,1.24,0.23,0.34,91.61
STAMPER,2666,13528,4.59,52843.21,89.81,5.29,0.5,0.95,1.67,1.77
IVY,2667,13524,4.58,52847.8,55.32,38.52,0.58,0.5,2.85,2.24
EDMONDSON,2667,13524,4.58,52852.38,71.92,22.17,0.49,0.5,2.1,2.82
POOL,2669,13505,4.58,52856.96,82.89,7.63,0.43,0.76,1.85,6.44
BEARDEN,2670,13499,4.58,52861.53,88.88,6.37,0.3,0.74,1.53,2.17
ROLDAN,2671,13498,4.58,52866.11,6.91,0.65,6.95,0.19,0.92,84.38
HEMPHILL,2672,13495,4.57,52870.69,60.63,34.32,0.48,0.48,1.98,2.11
EMMONS,2673,13493,4.57,52875.26,91.71,3.08,0.64,0.53,1.97,2.06
MCNULTY,2674,13483,4.57,52879.83,92.55,2.94,0.89,0.23,1.25,2.14
NEWBERRY,2675,13482,4.57,52884.4,86.21,8.59,0.65,0.52,1.92,2.11
VALERIO,2675,13482,4.57,52888.97,21.47,1.09,5.34,0.26,0.64,71.2
TRINIDAD,2677,13474,4.57,52893.54,4.8,0.68,17.11,0.1,1.25,76.06
DOWDY,2678,13468,4.57,52898.11,77.15,17.59,0.25,0.86,2.06,2.09
GUAJARDO,2679,13438,4.56,52902.66,5.92,0.3,0.22,0.15,0.14,93.27
HOOK,2680,13437,4.56,52907.22,90.12,4.04,1.02,0.74,1.69,2.39
APARICIO,2680,13437,4.56,52911.77,4.1,0.3,0.36,0.17,0.13,94.94
SCHERER,2682,13421,4.55,52916.32,95.13,0.42,0.66,0.35,1.2,2.24
DARDEN,2683,13414,4.55,52920.87,35.88,57.92,0.25,0.89,2.85,2.21
JOY,2684,13413,4.55,52925.42,78.15,8.41,7.75,0.63,2.27,2.8
TIRADO,2685,13410,4.55,52929.96,6.41,1.1,0.51,0.13,0.28,91.57
ROBB,2686,13402,4.54,52934.51,89.46,5.48,0.7,0.37,1.68,2.31
TEMPLETON,2687,13396,4.54,52939.05,89.74,4.78,0.43,0.52,1.93,2.61
RINEHART,2688,13392,4.54,52943.59,93.88,1.57,0.38,0.57,1.5,2.1
GOETZ,2689,13390,4.54,52948.13,95.04,0.3,0.6,0.78,1.14,2.14
RHOADS,2690,13389,4.54,52952.66,93.4,1.08,0.59,0.82,1.69,2.43
BOCK,2691,13382,4.54,52957.2,94.13,0.49,1.15,0.34,1.36,2.53
SLACK,2692,13377,4.53,52961.74,82.95,11.62,0.52,0.42,1.85,2.65
CARRIER,2692,13377,4.53,52966.27,86.83,8.22,0.4,0.72,1.78,2.06
WILLIAM,2694,13373,4.53,52970.8,35.2,53.62,4.2,1.05,2.38,3.56
ASHER,2695,13371,4.53,52975.34,88.93,3.19,2.46,0.9,2.08,2.43
SHELL,2696,13369,4.53,52979.87,75.17,18.48,0.78,1.22,2.15,2.2
LAYNE,2697,13367,4.53,52984.4,78.91,14.97,0.61,0.45,2.03,3.04
GILLILAND,2698,13351,4.53,52988.93,93.7,1.24,0.58,0.51,1.84,2.13
ALBA,2699,13347,4.52,52993.45,13.46,0.42,5.36,0.19,0.65,79.91
SHANK,2700,13343,4.52,52997.98,91.97,2.77,1.57,0.48,1.04,2.16
TRAYLOR,2701,13341,4.52,53002.5,55.31,39.06,0.4,0.34,2.68,2.2
HOLM,2701,13341,4.52,53007.02,94.26,0.72,0.81,0.55,1.54,2.12
TAM,2703,13327,4.52,53011.54,5.55,0.55,90.16,0.05,2.31,1.39
BALES,2704,13326,4.52,53016.06,92.49,0.94,0.67,1.01,2.12,2.78
BOURGEOIS,2705,13325,4.52,53020.57,88.32,7.45,0.35,0.29,1.19,2.39
CARRINGTON,2706,13320,4.52,53025.09,45.74,47.12,0.38,0.5,2.84,3.41
JASSO,2707,13318,4.51,53029.6,5.73,0.17,0.18,0.13,0.11,93.68
KO,2708,13312,4.51,53034.12,2.87,(S),93.63,(S),2.41,0.85
STOCKTON,2709,13306,4.51,53038.63,84.56,8.62,0.37,0.86,2.47,3.13
GRAF,2710,13301,4.51,53043.14,94.74,0.54,0.64,0.23,1.26,2.59
NOONAN,2711,13286,4.5,53047.64,94.9,0.84,0.59,0.24,1.16,2.26
SPEAR,2712,13284,4.5,53052.14,86.89,7.4,0.49,0.78,1.94,2.5
PRESSLEY,2713,13281,4.5,53056.65,53.93,41.6,0.33,0.36,1.9,1.87
FELDER,2714,13257,4.49,53061.14,27.25,66.91,0.35,0.31,2.95,2.23
JAMESON,2715,13255,4.49,53065.63,84.34,8.49,1.01,1.21,1.83,3.12
WAHL,2716,13253,4.49,53070.13,94.5,0.66,1.05,0.33,1.21,2.26
ARCHULETA,2717,13248,4.49,53074.62,16.06,0.25,0.32,2.25,0.74,80.38
NESBITT,2717,13248,4.49,53079.11,59.74,35.03,0.54,0.35,2.23,2.11
SEAMAN,2719,13237,4.49,53083.6,92.27,1.56,0.97,0.55,1.89,2.76
MYRICK,2720,13236,4.49,53088.08,63.71,30.22,0.42,0.81,2.19,2.65
KWON,2721,13235,4.49,53092.57,1.56,(S),96.3,(S),1.44,0.45
BYLER,2722,13230,4.49,53097.06,98.19,0.15,0.14,0.17,0.6,0.76
HERRMANN,2723,13226,4.48,53101.54,95.08,0.33,0.67,0.6,1.29,2.03
YOO,2724,13225,4.48,53106.02,2.66,(S),95.49,(S),1.06,0.59
VITALE,2725,13220,4.48,53110.5,94.39,0.39,0.73,0.08,0.98,3.42
LOERA,2726,13218,4.48,53114.99,4.08,0.23,0.21,0.33,0.14,95
PARSON,2727,13209,4.48,53119.46,59.6,32.46,0.6,0.76,2.66,3.92
MARLOW,2728,13205,4.48,53123.94,86.97,7.1,0.54,0.72,2.15,2.51
JETER,2729,13198,4.47,53128.41,42.98,51.13,0.29,0.39,2.53,2.68
TONG,2730,13196,4.47,53132.89,11.58,1.51,81.26,0.14,3.38,2.14
LYLE,2731,13192,4.47,53137.36,82.29,11.68,0.64,0.69,2.32,2.37
SCALES,2732,13190,4.47,53141.83,38.09,55.45,0.41,0.33,3.58,2.14
SEGOVIA,2733,13182,4.47,53146.3,5.12,0.44,1.95,0.21,0.5,91.78
BURLESON,2734,13176,4.47,53150.77,86.64,7.91,0.42,0.79,1.89,2.35
CHIU,2735,13174,4.47,53155.23,2.33,(S),92.11,(S),2.28,3.17
WITHERSPOON,2736,13171,4.47,53159.7,32.12,62.08,0.29,0.32,3.16,2.03
BARFIELD,2737,13165,4.46,53164.16,69.22,24.65,0.4,0.72,2.32,2.69
FABIAN,2738,13161,4.46,53168.62,48.09,1.88,4.03,0.18,0.87,44.94
BOUCHARD,2739,13154,4.46,53173.08,95.26,0.36,0.46,0.57,1.41,1.94
CHUN,2740,13141,4.45,53177.54,3.71,0.46,81,0.04,8.31,6.48
MARKHAM,2741,13137,4.45,53181.99,87.71,6.28,0.81,0.57,2.31,2.31
ZEIGLER,2742,13135,4.45,53186.44,74.11,21.79,0.59,0.37,1.57,1.57
ULLOA,2743,13133,4.45,53190.9,4.14,0.28,0.72,0.1,0.26,94.5
LEAVITT,2743,13133,4.45,53195.35,93.53,0.34,0.57,1.48,1.46,2.63
ELY,2745,13130,4.45,53199.8,88.06,6.7,0.66,0.57,1.71,2.3
MARTINO,2746,13128,4.45,53204.25,88.49,3.16,0.55,0.2,0.78,6.82
LANCE,2747,13122,4.45,53208.7,86.31,7.92,0.69,0.89,1.68,2.51
DUBOSE,2748,13120,4.45,53213.15,48.73,46.65,0.33,0.42,1.88,1.98
REDD,2749,13119,4.45,53217.59,50.51,43.5,0.48,0.38,3.09,2.04
PRINGLE,2750,13115,4.45,53222.04,54.53,39.29,0.52,0.59,2.25,2.82
PADRON,2751,13114,4.45,53226.48,6.02,0.43,1.07,0.21,0.2,92.08
DAMICO,2752,13109,4.44,53230.93,94.56,0.35,0.48,0.1,0.93,3.58
CONDON,2752,13109,4.44,53235.37,93.33,1,0.7,1.67,1.23,2.07
WILES,2754,13105,4.44,53239.82,89.97,5.25,0.51,0.66,1.85,1.76
GARIBAY,2755,13088,4.44,53244.25,4.39,0.22,0.91,0.11,0.18,94.19
CULP,2756,13081,4.43,53248.69,86.76,8.09,0.6,0.67,1.67,2.22
SANTILLAN,2756,13081,4.43,53253.12,3.35,0.12,2.68,0.14,0.18,93.52
WESTFALL,2758,13079,4.43,53257.56,94.17,0.85,0.65,0.43,1.81,2.09
WILLEY,2759,13067,4.43,53261.99,94.07,1.47,0.57,0.6,1.47,1.83
LASSITER,2760,13066,4.43,53266.41,57.51,37.43,0.36,0.44,2.31,1.96
WILLETT,2761,13065,4.43,53270.84,90.18,4.03,0.77,0.78,1.82,2.41
GRAFF,2762,13058,4.43,53275.27,94.89,0.3,0.87,0.33,1.29,2.32
BACHMAN,2763,13057,4.43,53279.7,95.13,0.5,0.69,0.41,1.26,2.01
BARKLEY,2764,13051,4.42,53284.12,72.63,21.52,0.51,0.92,2.11,2.31
BLANK,2765,13050,4.42,53288.55,94.72,1.24,0.6,0.34,0.98,2.12
CROFT,2766,13047,4.42,53292.97,86.6,8.6,0.54,0.48,1.66,2.13
BALTAZAR,2767,13045,4.42,53297.39,5.12,2.11,9.9,0.7,1.09,81.09
SALISBURY,2768,13038,4.42,53301.81,91.41,3.17,0.65,0.52,1.85,2.4
EASTER,2769,13036,4.42,53306.23,67.02,27.43,0.39,0.65,2.52,1.99
BURDEN,2770,13028,4.42,53310.65,66.55,27.82,0.4,0.58,2.26,2.39
REDMAN,2770,13028,4.42,53315.06,81.61,10.83,0.93,0.94,2.89,2.8
SALVADOR,2772,13021,4.41,53319.48,13.97,1.27,23.02,1.04,2.63,58.07
SCHELL,2773,13016,4.41,53323.89,93.12,1.65,0.68,0.55,1.58,2.42
DEVLIN,2774,13014,4.41,53328.3,92.68,2.98,0.54,0.25,1.28,2.27
WOO,2775,13003,4.41,53332.71,4.65,0.44,86.86,0.08,4.81,3.16
STEEN,2776,12989,4.4,53337.11,82.16,12.58,0.46,0.69,1.87,2.23
LEGGETT,2777,12977,4.4,53341.51,70.15,25.04,0.35,0.6,1.84,2.01
GIRARD,2778,12975,4.4,53345.91,91.71,2.36,0.55,0.57,1.7,3.11
SU,2779,12973,4.4,53350.31,2.26,(S),93.36,(S),2,2.01
GANN,2780,12972,4.4,53354.71,92.17,0.82,0.89,1.93,2.08,2.1
LYTLE,2781,12970,4.4,53359.1,85.27,9.21,0.45,0.97,2.21,1.88
NOBLES,2782,12965,4.4,53363.5,64.09,28.95,0.62,0.52,2.25,3.56
BOLIN,2783,12962,4.39,53367.89,91.15,2.6,0.38,1.64,1.74,2.5
FUCHS,2784,12958,4.39,53372.29,95.03,0.25,0.78,0.22,1.07,2.64
RADFORD,2785,12956,4.39,53376.68,78.2,16.84,0.4,0.77,2.03,1.75
FOY,2786,12952,4.39,53381.07,71.73,22.44,0.82,0.47,1.93,2.62
EPSTEIN,2786,12952,4.39,53385.46,95.72,0.31,0.7,0.04,1.03,2.19
LIPSCOMB,2788,12948,4.39,53389.85,56.24,38.37,0.39,0.59,2.7,1.71
CARREON,2789,12941,4.39,53394.24,4.95,0.19,9,0.12,0.75,84.99
PEASE,2790,12937,4.39,53398.62,91.41,2.57,0.49,1.73,1.58,2.22
REGALADO,2791,12931,4.38,53403.01,5.42,0.23,3.43,0.22,0.33,90.36
OLDHAM,2792,12928,4.38,53407.39,85.84,8.9,0.53,0.69,1.8,2.23
BELANGER,2793,12922,4.38,53411.77,94.39,0.73,0.56,0.84,1.59,1.89
ALCANTAR,2794,12919,4.38,53416.15,3.27,0.27,0.21,0.19,0.16,95.9
LOONEY,2795,12910,4.38,53420.53,84.68,9.78,0.51,1.17,2.02,1.84
KENYON,2796,12891,4.37,53424.9,93.41,1.72,0.65,0.7,1.5,2.02
REICH,2796,12891,4.37,53429.27,93.85,0.5,0.53,0.96,1.44,2.72
EPPERSON,2798,12884,4.37,53433.63,83.67,9.5,0.59,1.23,2.41,2.61
AGUAYO,2799,12876,4.37,53438,4.09,0.19,0.29,0.25,0.14,95.05
BEATY,2800,12869,4.36,53442.36,82.07,12.22,0.45,0.44,2,2.82
RICKETTS,2801,12862,4.36,53446.72,71.79,22.11,0.45,0.65,2.27,2.72
CHEATHAM,2802,12852,4.36,53451.08,55.84,38.43,0.35,0.45,2.59,2.33
LUSK,2803,12847,4.36,53455.43,85.9,8.83,0.52,0.64,1.66,2.44
MABRY,2804,12846,4.35,53459.79,68.31,26.4,0.3,0.48,2.01,2.5
MILLARD,2805,12843,4.35,53464.14,90.13,3.69,0.97,0.57,1.78,2.87
SHEN,2806,12839,4.35,53468.49,3.49,0.32,93.77,0.07,1.7,0.65
THRASHER,2807,12836,4.35,53472.85,84.67,10.06,0.46,0.9,1.8,2.12
DANIELSON,2808,12833,4.35,53477.2,93.25,0.94,1.32,0.61,1.7,2.17
EBERT,2809,12830,4.35,53481.55,95.13,0.51,0.61,0.35,1.29,2.11
TUBBS,2810,12828,4.35,53485.9,70.03,24.39,0.55,0.94,2.09,2
GILCHRIST,2811,12825,4.35,53490.24,62.2,32.8,0.37,0.49,1.94,2.2
CARDOZA,2812,12824,4.35,53494.59,29.74,2.83,1.26,0.25,1.36,64.57
ANDRES,2813,12821,4.35,53498.94,46.21,2.26,16.07,0.5,1.68,33.27
WILLINGHAM,2814,12818,4.35,53503.28,63.25,30.8,0.51,0.51,2.16,2.77
RAGLAND,2815,12816,4.34,53507.63,48.63,44.76,0.47,0.51,3.53,2.09
AIKEN,2816,12812,4.34,53511.97,66.4,27.64,0.89,1.02,2.11,1.94
CARON,2817,12810,4.34,53516.31,94.35,0.59,0.75,0.37,1.2,2.75
SNODGRASS,2818,12806,4.34,53520.65,93.43,2.06,0.43,0.59,1.52,1.96
GAFFNEY,2819,12805,4.34,53525,83.06,12.07,0.53,0.26,1.64,2.44
BABB,2820,12794,4.34,53529.33,82.12,11.86,0.7,0.48,1.84,2.99
DENNEY,2821,12792,4.34,53533.67,93.11,1.44,0.45,1.19,1.47,2.35
SCHOFIELD,2822,12790,4.34,53538,87.95,6.66,0.59,0.69,1.58,2.53
JAUREGUI,2823,12783,4.33,53542.34,5.73,0.1,0.32,0.13,0.25,93.48
MAIN,2824,12776,4.33,53546.67,91.94,0.66,1.53,1.32,1.75,2.79
TAVARES,2825,12766,4.33,53551,52.21,10.2,2.49,0.31,4.3,30.5
BARONE,2826,12758,4.33,53555.32,93.47,0.7,0.45,0.18,0.96,4.23
TROUT,2826,12758,4.33,53559.65,92.62,1.53,0.56,0.99,2.03,2.27
REES,2828,12754,4.32,53563.97,93.9,0.85,0.81,0.29,1.61,2.54
PEDRAZA,2829,12748,4.32,53568.29,4.55,0.3,0.58,0.28,0.2,94.09
CRISP,2830,12741,4.32,53572.61,81.74,12.57,0.6,0.8,2.04,2.25
GILLETTE,2831,12724,4.31,53576.93,87.37,6.16,0.66,0.72,1.91,3.18
STOCK,2832,12722,4.31,53581.24,94.91,0.55,0.54,0.36,1.5,2.14
BAGGETT,2833,12717,4.31,53585.55,86.13,9.68,0.29,0.57,1.31,2.02
MESSINA,2833,12717,4.31,53589.86,93.83,0.27,0.5,0.06,1.16,4.2
KILLIAN,2833,12717,4.31,53594.17,90.41,4.4,0.54,0.64,1.75,2.25
ANGULO,2836,12714,4.31,53598.48,5.01,0.5,1.1,0.2,0.13,93.05
AMATO,2837,12713,4.31,53602.79,92.17,0.42,1.15,0.14,0.96,5.17
WENDT,2838,12712,4.31,53607.1,95.13,0.36,0.72,0.42,1.24,2.12
PARRIS,2839,12710,4.31,53611.41,66,25.41,0.54,1.27,2.79,4
HAMMONDS,2839,12710,4.31,53615.72,57.29,29.67,0.3,7.99,2.75,2.01
STEINBERG,2841,12709,4.31,53620.03,95.32,0.52,0.79,0.16,0.97,2.25
BREAUX,2842,12705,4.31,53624.33,77.5,17.99,0.42,0.46,1.76,1.88
EAST,2843,12684,4.3,53628.63,84.01,11.11,0.48,0.5,1.71,2.18
MCARTHUR,2844,12683,4.3,53632.93,75.35,17.59,0.52,1.01,2.52,3.01
GREY,2845,12680,4.3,53637.23,65.19,23.29,2.15,2.39,2.67,4.31
WISNIEWSKI,2846,12675,4.3,53641.53,96.22,0.27,0.46,0.21,0.93,1.92
PAN,2847,12664,4.29,53645.82,2.61,0.46,94.02,0.07,1.63,1.22
GUARDADO,2848,12656,4.29,53650.11,3.45,0.21,0.11,0.08,0.1,96.05
BENAVIDEZ,2849,12648,4.29,53654.4,8.13,0.21,0.99,0.81,0.28,89.57
GARBER,2850,12640,4.29,53658.69,94.75,0.84,0.73,0.31,1.39,1.99
LAZO,2850,12640,4.29,53662.97,7.59,0.27,7.96,0.04,0.82,83.31
LERMA,2852,12639,4.28,53667.26,6.54,0.36,0.76,0.58,0.4,91.37
ALCANTARA,2853,12636,4.28,53671.54,5.05,0.62,17.89,0.05,1.45,74.94
HOUCK,2854,12634,4.28,53675.82,94.98,0.93,0.58,0.51,1.58,1.42
SEITZ,2855,12630,4.28,53680.1,95.67,0.36,0.67,0.33,1.13,1.84
SCHUBERT,2856,12629,4.28,53684.39,93.92,0.31,0.78,0.37,1.43,3.2
MUNGUIA,2857,12615,4.28,53688.66,3.95,0.22,0.13,0.13,0.11,95.46
REDDY,2858,12614,4.28,53692.94,27.17,2.35,66.12,0.59,2.6,1.17
HUNTLEY,2858,12614,4.28,53697.21,68.37,26.69,0.58,0.38,2.19,1.79
WING,2858,12614,4.28,53701.49,82.15,3.81,6.89,1.6,2.77,2.78
ADCOCK,2861,12599,4.27,53705.76,94.35,0.99,0.46,0.93,1.59,1.68
SLADE,2861,12599,4.27,53710.03,64.27,29.53,0.8,0.26,2.58,2.55
MATLOCK,2861,12599,4.27,53714.3,73.69,19.87,0.52,1.18,2.44,2.29
LONGO,2864,12594,4.27,53718.57,92.42,1.24,0.55,0.14,0.93,4.72
ORLANDO,2865,12586,4.27,53722.84,89.39,1.28,0.94,0.14,0.93,7.33
HEIN,2865,12586,4.27,53727.11,94.18,0.22,1.54,0.34,1.36,2.35
TRAMMELL,2867,12582,4.27,53731.37,71.64,21.94,0.38,0.9,2.61,2.53
GUINN,2868,12577,4.26,53735.64,82.15,10.32,0.62,2.09,2.31,2.51
WILL,2869,12575,4.26,53739.9,91.16,4.35,0.76,0.26,1.45,2.03
MUSE,2870,12571,4.26,53744.16,58.11,36.39,0.68,0.47,2.39,1.97
CLANCY,2871,12556,4.26,53748.42,90.81,4.59,0.82,0.33,1.39,2.05
CARABALLO,2872,12546,4.25,53752.67,7.14,1.66,0.45,0.04,0.31,90.4
BAUGH,2873,12543,4.25,53756.92,74.57,19.93,0.66,0.69,2.1,2.06
CRAWLEY,2874,12523,4.25,53761.17,59.98,33.97,0.35,0.67,2.87,2.16
WHEATLEY,2875,12520,4.24,53765.41,84.69,10.85,0.49,0.36,1.57,2.04
LINN,2876,12508,4.24,53769.65,91.81,0.75,2.41,0.59,1.5,2.93
SHOCKLEY,2877,12504,4.24,53773.89,83.36,11.56,0.38,0.58,2.22,1.89
CHISHOLM,2878,12503,4.24,53778.13,65.08,28.51,0.65,0.77,2.41,2.59
DONG,2879,12466,4.23,53782.36,2.87,0.39,93.81,0.05,2.13,0.76
MCCURDY,2880,12463,4.23,53786.58,84.63,10.26,0.31,0.71,1.73,2.36
BERTRAND,2881,12461,4.22,53790.81,80.26,13.06,0.5,0.31,1.77,4.09
SPANN,2882,12457,4.22,53795.03,43.04,51.25,0.31,0.35,3.03,2.01
PRECIADO,2883,12455,4.22,53799.25,4.18,0.31,0.32,0.25,0.09,94.86
COONEY,2883,12455,4.22,53803.47,92.85,2.62,0.59,0.34,1.24,2.37
BERRIOS,2885,12451,4.22,53807.69,6.14,1.29,0.27,0.08,0.35,91.89
ZELAYA,2886,12448,4.22,53811.91,4.25,1.05,0.39,0.06,0.19,94.06
JAEGER,2887,12436,4.22,53816.13,94.89,0.25,0.88,0.38,1.28,2.32
SMALLS,2888,12435,4.22,53820.35,3.78,90.49,0.23,0.28,2.76,2.46
CLEVENGER,2889,12428,4.21,53824.56,94.98,0.39,0.6,0.64,1.42,1.97
DURANT,2889,12428,4.21,53828.77,51.96,36.82,0.68,1.88,3.23,5.43
BOLLINGER,2891,12425,4.21,53832.98,94.99,0.39,0.88,0.61,1.48,1.65
ARMENDARIZ,2892,12423,4.21,53837.2,5.24,0.23,0.14,0.15,0.22,94.02
DENSON,2893,12419,4.21,53841.41,45.69,47.85,0.48,1.08,2.63,2.28
MIXON,2894,12394,4.2,53845.61,64.06,30.77,0.33,0.64,2.23,1.98
GEARY,2895,12382,4.2,53849.81,92.51,2.98,0.5,0.57,1.2,2.25
MONTIEL,2896,12376,4.2,53854,4.77,0.37,0.4,0.48,0.15,93.83
SANTAMARIA,2897,12375,4.2,53858.2,18.42,0.2,3.75,0.09,0.57,76.96
MCAFEE,2898,12371,4.19,53862.39,71.4,22.25,0.43,0.58,2.49,2.85
DONALD,2899,12367,4.19,53866.58,52.03,41.74,0.68,0.99,2.6,1.96
FOUST,2900,12366,4.19,53870.77,86.58,8.75,0.41,0.47,1.73,2.05
SISK,2901,12365,4.19,53874.97,90.77,3.53,0.36,1.23,1.65,2.45
ROCKWELL,2902,12360,4.19,53879.16,90.61,3.95,0.69,0.98,1.52,2.26
FERRARO,2903,12355,4.19,53883.34,93.09,0.7,0.56,0.08,0.96,4.62
STILL,2904,12354,4.19,53887.53,80.14,13.23,0.45,1.52,2.47,2.19
CASPER,2905,12351,4.19,53891.72,93.14,2.24,0.71,0.42,1.38,2.1
